latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),terrestrial_radiation (W/m²),pressure_msl (hPa),soil_temperature_0_to_7cm (°C)
2005-01-18T15:00,0.20,99,13.0,335.9,1012.5,6.3
2005-01-18T16:00,0.40,100,13.0,126.0,1011.7,5.8
2005-01-18T17:00,0.70,100,14.3,0.0,1010.5,5.5
2005-01-18T18:00,1.20,100,14.3,0.0,1009.3,5.4
2005-01-18T19:00,1.50,100,13.8,0.0,1008.0,5.4
2005-01-18T20:00,1.60,100,12.7,0.0,1006.0,5.5
2005-01-18T21:00,1.90,100,11.1,0.0,1005.0,5.7
2005-01-18T22:00,1.70,100,10.9,0.0,1003.4,5.8
2005-01-18T23:00,2.00,100,10.6,0.0,1001.5,5.9
2005-01-19T00:00,1.90,100,10.5,0.0,999.8,6.0
2005-01-19T01:00,1.70,100,9.9,0.0,998.4,6.0
2005-01-19T02:00,1.80,100,11.2,0.0,996.9,5.9
2005-01-19T03:00,2.50,100,11.9,0.0,995.5,5.7
2005-01-19T04:00,3.40,100,13.1,0.0,994.2,5.7
2005-01-19T05:00,2.90,100,11.9,0.0,993.2,5.7
2005-01-19T06:00,1.10,100,9.8,0.0,993.2,5.6
2005-01-19T07:00,0.50,100,9.4,34.2,993.4,5.6
2005-01-19T08:00,0.30,99,9.3,200.0,994.0,5.8
2005-01-19T09:00,0.10,100,8.9,397.3,994.3,6.1
2005-01-19T10:00,0.00,98,9.1,545.3,994.6,6.9
2005-01-19T11:00,0.00,100,11.4,633.9,995.0,7.6
2005-01-19T12:00,0.00,100,11.5,657.1,994.9,7.9
2005-01-19T13:00,0.00,99,12.6,613.3,995.4,8.5
2005-01-19T14:00,0.00,99,14.1,505.5,995.8,8.1
2005-01-19T15:00,0.00,96,13.0,341.0,997.2,7.8
2005-01-19T16:00,0.00,92,10.5,131.1,998.1,7.4
2005-01-19T17:00,0.00,83,11.9,0.0,999.5,6.9
2005-01-19T18:00,0.00,89,15.2,0.0,1000.8,6.5
2005-01-19T19:00,0.00,78,17.3,0.0,1001.8,6.2
2005-01-19T20:00,0.00,30,18.7,0.0,1002.5,6.0
2005-01-19T21:00,0.00,25,19.4,0.0,1003.2,5.8
2005-01-19T22:00,0.00,40,18.4,0.0,1004.7,5.5
2005-01-19T23:00,0.00,14,18.0,0.0,1005.5,5.4
2005-01-20T00:00,0.00,2,17.6,0.0,1006.1,5.3
2005-01-20T01:00,0.00,0,16.9,0.0,1006.8,5.1
2005-01-20T02:00,0.00,0,16.6,0.0,1007.3,4.8
2005-01-20T03:00,0.00,0,16.6,0.0,1008.0,4.6
2005-01-20T04:00,0.00,0,16.6,0.0,1008.5,4.5
2005-01-20T05:00,0.00,0,16.6,0.0,1009.2,4.3
2005-01-20T06:00,0.00,6,15.3,0.0,1009.8,4.1
2005-01-20T07:00,0.00,15,15.5,35.6,1011.1,4.1
2005-01-20T08:00,0.00,0,15.4,202.9,1012.4,4.7
2005-01-20T09:00,0.00,0,14.2,400.7,1013.4,6.0
2005-01-20T10:00,0.00,0,12.1,549.2,1013.8,7.5
2005-01-20T11:00,0.00,0,10.1,638.2,1013.9,8.9
2005-01-20T12:00,0.00,2,7.9,661.8,1013.6,9.9
2005-01-20T13:00,0.00,82,5.4,618.3,1013.4,10.6
2005-01-20T14:00,0.00,36,1.5,510.6,1013.2,10.6
2005-01-20T15:00,0.00,9,4.3,346.2,1013.9,10.1
2005-01-20T16:00,0.00,81,5.5,136.2,1013.5,8.9
2005-01-20T17:00,0.00,65,7.1,0.0,1014.1,7.5
2005-01-20T18:00,0.00,54,4.7,0.0,1014.7,6.3
2005-01-20T19:00,0.00,0,4.0,0.0,1015.0,5.4
2005-01-20T20:00,0.00,26,5.8,0.0,1014.6,4.6
2005-01-20T21:00,0.00,79,5.2,0.0,1014.0,4.1
2005-01-20T22:00,0.00,91,4.7,0.0,1013.3,3.6
2005-01-20T23:00,0.00,19,3.7,0.0,1012.8,3.3
2005-01-21T00:00,0.00,31,6.0,0.0,1012.3,3.0
2005-01-21T01:00,0.00,74,6.4,0.0,1012.4,2.7
2005-01-21T02:00,0.00,58,6.6,0.0,1011.4,2.5
2005-01-21T03:00,0.00,73,6.0,0.0,1010.7,2.5
2005-01-21T04:00,0.00,92,7.2,0.0,1009.8,2.9
2005-01-21T05:00,0.00,100,9.1,0.0,1009.0,3.5
2005-01-21T06:00,0.00,100,8.8,0.0,1008.7,4.2
2005-01-21T07:00,0.00,100,9.5,37.0,1008.8,4.8
2005-01-21T08:00,0.00,100,10.6,206.1,1008.3,5.4
2005-01-21T09:00,0.00,96,11.3,404.3,1007.8,6.2
2005-01-21T10:00,0.00,73,10.0,553.2,1007.8,7.4
2005-01-21T11:00,0.00,56,10.4,642.7,1007.1,8.5
2005-01-21T12:00,0.00,53,13.2,666.6,1005.6,9.3
2005-01-21T13:00,0.00,32,11.1,623.4,1005.2,9.7
2005-01-21T14:00,0.00,62,7.6,515.9,1005.5,9.8
2005-01-21T15:00,0.00,100,4.5,351.5,1005.3,9.6
2005-01-21T16:00,0.00,93,5.8,141.4,1005.4,8.9
2005-01-21T17:00,0.00,99,3.5,2.2,1005.4,7.4
2005-01-21T18:00,0.00,95,4.1,0.0,1005.7,6.6
2005-01-21T19:00,0.00,73,4.7,0.0,1006.0,6.4
2005-01-21T20:00,0.00,54,5.0,0.0,1005.8,6.1
2005-01-21T21:00,0.00,29,2.2,0.0,1006.3,5.7
2005-01-21T22:00,0.00,51,2.5,0.0,1007.0,5.3
2005-01-21T23:00,0.00,45,3.7,0.0,1006.9,4.8
2005-01-22T00:00,0.00,49,2.6,0.0,1007.0,4.4
2005-01-22T01:00,0.00,35,1.1,0.0,1007.1,4.0
2005-01-22T02:00,0.00,39,1.6,0.0,1007.0,3.7
2005-01-22T03:00,0.00,37,3.5,0.0,1006.5,3.8
2005-01-22T04:00,0.00,98,2.2,0.0,1006.5,4.1
2005-01-22T05:00,0.00,96,2.2,0.0,1007.1,4.2
2005-01-22T06:00,0.00,64,5.0,0.0,1007.1,3.9
2005-01-22T07:00,0.00,51,6.8,38.6,1007.7,4.2
2005-01-22T08:00,0.00,37,7.8,209.3,1007.7,5.3
2005-01-22T09:00,0.00,24,5.5,408.0,1007.6,7.3
2005-01-22T10:00,0.00,23,6.8,557.4,1008.4,9.1
2005-01-22T11:00,0.00,33,8.1,647.3,1008.6,10.3
2005-01-22T12:00,0.00,8,10.1,671.5,1008.1,11.1
2005-01-22T13:00,0.00,4,11.8,628.5,1007.8,11.4
2005-01-22T14:00,0.00,0,11.6,521.2,1007.6,11.2
2005-01-22T15:00,0.00,8,10.8,356.9,1008.0,10.6
2005-01-22T16:00,0.00,64,9.5,146.7,1008.3,9.4
2005-01-22T17:00,0.00,54,10.9,4.8,1008.8,8.3
2005-01-22T18:00,0.00,66,12.0,0.0,1010.0,7.4
2005-01-22T19:00,0.00,74,8.8,0.0,1011.0,7.1
2005-01-22T20:00,0.00,29,8.0,0.0,1011.4,6.9
2005-01-22T21:00,0.00,2,9.4,0.0,1011.9,6.4
2005-01-22T22:00,0.00,0,11.3,0.0,1013.1,5.9
2005-01-22T23:00,0.00,1,10.6,0.0,1013.8,5.4
2005-01-23T00:00,0.00,0,9.2,0.0,1013.8,5.0
2005-01-23T01:00,0.00,0,8.4,0.0,1014.2,4.6
2005-01-23T02:00,0.00,2,8.5,0.0,1014.6,4.2
2005-01-23T03:00,0.00,5,8.4,0.0,1014.9,4.0
2005-01-23T04:00,0.00,10,8.0,0.0,1015.4,3.8
2005-01-23T05:00,0.00,17,8.1,0.0,1015.5,3.6
2005-01-23T06:00,0.00,16,7.6,0.0,1015.6,3.7
2005-01-23T07:00,0.00,37,7.2,40.2,1015.8,3.6
2005-01-23T08:00,0.00,44,7.9,212.8,1016.3,4.4
2005-01-23T09:00,0.00,32,6.1,411.9,1016.3,6.2
2005-01-23T10:00,0.00,47,6.0,561.7,1016.3,7.5
2005-01-23T11:00,0.00,67,9.0,652.0,1016.0,8.9
2005-01-23T12:00,0.00,97,10.9,676.6,1015.0,9.5
2005-01-23T13:00,0.00,100,11.9,633.8,1014.0,9.6
2005-01-23T14:00,0.00,100,10.0,526.6,1013.8,9.2
2005-01-23T15:00,0.30,100,10.3,362.3,1013.0,8.5
2005-01-23T16:00,0.70,100,11.7,152.0,1012.3,7.9
2005-01-23T17:00,0.90,100,11.2,7.4,1012.1,7.4
2005-01-23T18:00,1.10,100,11.1,0.0,1011.6,7.1
2005-01-23T19:00,1.40,100,12.6,0.0,1011.1,7.0
2005-01-23T20:00,1.60,100,12.8,0.0,1010.1,6.9
2005-01-23T21:00,1.90,100,11.4,0.0,1009.1,6.8
2005-01-23T22:00,2.10,100,9.0,0.0,1008.4,6.8
2005-01-23T23:00,1.70,100,7.2,0.0,1007.8,6.9
2005-01-24T00:00,1.60,100,6.2,0.0,1007.1,6.9
2005-01-24T01:00,1.20,100,6.3,0.0,1006.4,6.9
2005-01-24T02:00,0.80,99,6.0,0.0,1006.1,6.8
2005-01-24T03:00,0.50,100,4.9,0.0,1005.2,6.7
2005-01-24T04:00,0.20,100,5.0,0.0,1004.7,6.6
2005-01-24T05:00,0.20,100,5.0,0.0,1004.3,6.4
2005-01-24T06:00,0.20,99,4.3,0.0,1004.0,6.3
2005-01-24T07:00,0.20,100,5.0,41.9,1003.7,6.1
2005-01-24T08:00,0.00,90,6.3,216.3,1003.5,6.3
2005-01-24T09:00,0.00,59,6.5,415.9,1003.3,7.1
2005-01-24T10:00,0.00,55,2.6,566.1,1003.3,7.7
2005-01-24T11:00,0.00,76,3.8,656.8,1002.8,8.7
2005-01-24T12:00,0.00,78,5.9,681.7,1002.1,9.4
2005-01-24T13:00,0.00,80,7.2,639.2,1001.2,9.7
2005-01-24T14:00,0.00,81,9.5,532.1,1001.2,9.7
2005-01-24T15:00,0.00,83,9.9,367.8,1001.1,9.1
2005-01-24T16:00,0.00,72,8.7,157.4,1001.0,8.2
2005-01-24T17:00,0.00,46,8.1,10.1,1000.9,7.0
2005-01-24T18:00,0.00,35,8.0,0.0,1001.1,6.2
2005-01-24T19:00,0.00,25,8.7,0.0,1001.3,5.9
2005-01-24T20:00,0.00,18,8.0,0.0,1001.2,5.4
2005-01-24T21:00,0.00,34,8.4,0.0,1001.3,5.2
2005-01-24T22:00,0.00,44,7.5,0.0,1001.4,4.8
2005-01-24T23:00,0.00,57,7.4,0.0,1000.9,4.4
2005-01-25T00:00,0.00,68,6.9,0.0,1000.0,4.1
2005-01-25T01:00,0.00,56,5.9,0.0,999.6,3.7
2005-01-25T02:00,0.00,52,5.9,0.0,999.7,3.7
2005-01-25T03:00,0.50,69,8.9,0.0,998.8,3.7
2005-01-25T04:00,0.30,97,10.7,0.0,998.5,3.9
2005-01-25T05:00,0.80,100,11.5,0.0,997.9,4.0
2005-01-25T06:00,0.70,100,10.7,0.0,997.6,4.0
2005-01-25T07:00,0.80,96,11.2,43.6,997.4,4.1
2005-01-25T08:00,0.30,92,11.5,220.0,997.2,4.4
2005-01-25T09:00,0.00,83,11.9,420.0,996.8,5.0
2005-01-25T10:00,0.10,57,9.9,570.7,997.5,6.4
2005-01-25T11:00,0.00,66,10.8,661.7,996.9,7.4
2005-01-25T12:00,0.50,74,13.8,686.9,996.7,8.0
2005-01-25T13:00,0.30,91,14.2,644.6,996.0,7.8
2005-01-25T14:00,1.60,98,11.9,537.6,995.6,7.5
2005-01-25T15:00,1.10,99,7.1,373.3,994.7,7.0
2005-01-25T16:00,1.00,100,7.0,162.9,994.4,6.2
2005-01-25T17:00,1.00,100,9.4,12.8,994.4,5.4
2005-01-25T18:00,1.00,100,12.3,0.0,994.3,4.9
2005-01-25T19:00,0.70,100,14.2,0.0,994.6,4.7
2005-01-25T20:00,0.60,100,14.4,0.0,994.2,4.5
2005-01-25T21:00,0.40,100,14.1,0.0,994.2,4.2
2005-01-25T22:00,0.30,100,13.0,0.0,994.3,4.0
2005-01-25T23:00,0.50,100,13.0,0.0,993.8,3.8
2005-01-26T00:00,0.30,99,14.4,0.0,993.2,3.7
2005-01-26T01:00,0.30,99,16.7,0.0,992.7,3.6
2005-01-26T02:00,0.30,98,17.7,0.0,992.5,3.5
2005-01-26T03:00,0.20,99,17.3,0.0,992.1,3.4
2005-01-26T04:00,0.20,97,16.2,0.0,991.9,3.3
2005-01-26T05:00,0.10,96,15.9,0.0,991.8,3.2
2005-01-26T06:00,0.00,99,15.2,0.0,991.8,3.1
2005-01-26T07:00,0.00,96,16.2,45.5,992.3,3.1
2005-01-26T08:00,0.00,94,16.6,223.8,993.1,3.4
2005-01-26T09:00,0.00,100,16.9,424.3,993.6,4.0
2005-01-26T10:00,0.20,99,20.0,575.3,993.8,4.8
2005-01-26T11:00,0.00,100,18.7,666.7,993.8,5.0
2005-01-26T12:00,0.00,92,20.4,692.2,993.6,5.4
2005-01-26T13:00,0.00,92,22.0,650.1,993.6,5.6
2005-01-26T14:00,0.00,82,20.9,543.2,993.7,5.5
2005-01-26T15:00,0.00,65,18.9,378.9,994.3,5.5
2005-01-26T16:00,0.00,1,17.7,168.3,994.7,5.0
2005-01-26T17:00,0.00,11,16.5,15.5,995.0,4.4
2005-01-26T18:00,0.00,22,15.0,0.0,995.4,4.1
2005-01-26T19:00,0.00,46,14.0,0.0,996.0,3.6
2005-01-26T20:00,0.00,60,14.1,0.0,996.4,3.1
2005-01-26T21:00,0.00,46,14.7,0.0,997.1,2.8
2005-01-26T22:00,0.00,76,12.8,0.0,997.7,2.5
2005-01-26T23:00,0.00,69,12.2,0.0,997.9,2.2
2005-01-27T00:00,0.00,80,12.0,0.0,998.0,2.0
2005-01-27T01:00,0.00,90,10.7,0.0,998.4,1.8
2005-01-27T02:00,0.00,94,9.7,0.0,999.0,1.7
2005-01-27T03:00,0.00,95,8.2,0.0,998.9,1.5
2005-01-27T04:00,0.00,99,6.7,0.0,998.9,1.4
2005-01-27T05:00,0.00,100,6.8,0.0,999.3,1.3
2005-01-27T06:00,0.00,99,8.2,0.0,999.6,1.3
2005-01-27T07:00,0.20,100,9.4,47.4,1000.3,1.7
2005-01-27T08:00,0.10,100,9.5,227.8,1000.9,2.2
2005-01-27T09:00,0.00,100,10.3,428.6,1001.6,2.8
2005-01-27T10:00,0.00,76,9.8,580.1,1002.0,3.8
2005-01-27T11:00,0.00,63,10.1,671.8,1002.1,4.4
2005-01-27T12:00,0.00,70,9.0,697.6,1002.0,5.3
2005-01-27T13:00,0.00,82,7.7,655.7,1001.8,5.9
2005-01-27T14:00,0.10,77,4.7,548.9,1002.1,5.9
2005-01-27T15:00,0.00,86,5.2,384.5,1002.4,5.7
2005-01-27T16:00,0.00,70,5.2,173.8,1002.9,5.2
2005-01-27T17:00,0.00,81,5.8,18.2,1003.5,4.5
2005-01-27T18:00,0.00,91,7.2,0.0,1003.8,4.2
2005-01-27T19:00,0.00,94,5.9,0.0,1004.6,4.0
2005-01-27T20:00,0.00,80,6.0,0.0,1005.1,3.7
2005-01-27T21:00,0.20,67,6.0,0.0,1005.4,3.4
2005-01-27T22:00,0.10,81,6.1,0.0,1006.1,3.2
2005-01-27T23:00,0.00,73,6.6,0.0,1006.3,2.9
2005-01-28T00:00,0.00,69,6.6,0.0,1005.9,2.6
2005-01-28T01:00,0.00,61,6.6,0.0,1005.9,2.4
2005-01-28T02:00,0.00,55,6.6,0.0,1006.3,2.3
2005-01-28T03:00,0.00,94,6.1,0.0,1005.7,2.3
2005-01-28T04:00,0.00,79,6.4,0.0,1005.3,2.1
2005-01-28T05:00,0.00,75,6.9,0.0,1005.1,2.1
2005-01-28T06:00,0.00,86,7.4,0.0,1004.8,2.1
2005-01-28T07:00,0.40,92,6.2,49.3,1005.0,1.8
2005-01-28T08:00,0.50,97,5.1,231.8,1005.2,2.6
2005-01-28T09:00,0.40,91,4.1,433.1,1005.3,3.5
2005-01-28T10:00,0.30,82,2.6,584.9,1005.3,4.1
2005-01-28T11:00,0.30,80,3.9,677.0,1005.1,5.0
2005-01-28T12:00,0.10,92,4.7,703.0,1004.3,5.9
2005-01-28T13:00,0.10,76,4.8,661.3,1003.7,6.1
2005-01-28T14:00,0.30,71,4.8,554.6,1003.3,6.1
2005-01-28T15:00,0.40,78,4.7,390.2,1003.0,5.8
2005-01-28T16:00,0.40,79,2.2,179.3,1002.9,5.2
2005-01-28T17:00,0.10,44,3.7,20.9,1003.0,4.4
2005-01-28T18:00,0.00,65,5.4,0.0,1003.0,3.7
2005-01-28T19:00,0.00,79,5.7,0.0,1003.3,3.0
2005-01-28T20:00,0.00,90,4.7,0.0,1003.2,2.6
2005-01-28T21:00,0.10,99,5.6,0.0,1003.2,2.4
2005-01-28T22:00,0.00,96,5.6,0.0,1002.4,2.3
2005-01-28T23:00,0.00,94,7.4,0.0,1002.1,2.1
2005-01-29T00:00,0.00,94,8.1,0.0,1001.7,2.0
2005-01-29T01:00,0.00,95,6.9,0.0,1001.3,1.8
2005-01-29T02:00,0.00,97,6.4,0.0,1000.7,1.7
2005-01-29T03:00,0.00,98,7.6,0.0,1000.3,1.7
2005-01-29T04:00,0.00,100,9.2,0.0,1000.0,1.6
2005-01-29T05:00,0.00,97,10.4,0.0,999.8,1.5
2005-01-29T06:00,0.00,98,10.6,0.0,999.8,1.4
2005-01-29T07:00,0.00,100,11.6,51.4,1000.3,1.5
2005-01-29T08:00,0.00,100,12.8,236.0,1000.4,1.9
2005-01-29T09:00,0.70,100,13.3,437.7,1000.9,2.5
2005-01-29T10:00,0.70,99,12.2,589.9,1000.9,3.0
2005-01-29T11:00,1.30,100,12.9,682.3,1000.7,3.2
2005-01-29T12:00,0.60,100,13.1,708.5,1001.3,3.5
2005-01-29T13:00,0.80,100,13.7,666.9,1001.5,3.5
2005-01-29T14:00,1.00,100,13.3,560.3,1001.6,3.5
2005-01-29T15:00,0.20,100,14.0,395.9,1001.9,3.5
2005-01-29T16:00,0.30,99,15.9,184.9,1002.2,3.3
2005-01-29T17:00,0.50,100,13.4,23.7,1003.2,3.1
2005-01-29T18:00,0.00,97,11.9,0.0,1003.8,2.8
2005-01-29T19:00,0.00,96,10.8,0.0,1004.7,2.7
2005-01-29T20:00,0.00,92,11.3,0.0,1005.6,2.5
2005-01-29T21:00,0.00,92,12.0,0.0,1006.1,2.3
2005-01-29T22:00,0.00,92,12.9,0.0,1007.1,2.1
2005-01-29T23:00,0.00,94,14.1,0.0,1007.8,2.0
2005-01-30T00:00,0.10,97,15.0,0.0,1008.1,1.9
2005-01-30T01:00,0.20,99,14.8,0.0,1008.9,1.8
2005-01-30T02:00,0.10,99,14.2,0.0,1009.2,1.8
2005-01-30T03:00,0.00,96,13.9,0.0,1009.6,1.8
2005-01-30T04:00,0.00,95,13.6,0.0,1010.0,1.7
2005-01-30T05:00,0.00,97,13.1,0.0,1010.1,1.7
2005-01-30T06:00,0.00,100,12.8,0.0,1010.5,1.6
2005-01-30T07:00,0.00,98,11.8,53.5,1011.3,1.7
2005-01-30T08:00,0.00,93,12.4,240.3,1012.2,2.1
2005-01-30T09:00,0.00,77,13.8,442.4,1013.0,2.7
2005-01-30T10:00,0.00,88,16.8,594.9,1013.5,3.8
2005-01-30T11:00,0.00,68,17.7,687.6,1013.8,4.7
2005-01-30T12:00,0.00,26,18.3,714.1,1013.3,5.6
2005-01-30T13:00,0.00,0,18.0,672.6,1013.3,6.3
2005-01-30T14:00,0.00,4,17.9,566.0,1013.6,6.6
2005-01-30T15:00,0.00,0,15.6,401.5,1013.6,6.3
2005-01-30T16:00,0.00,0,13.4,190.4,1014.2,5.5
2005-01-30T17:00,0.00,0,13.1,26.4,1015.0,4.5
2005-01-30T18:00,0.00,0,12.9,0.0,1015.9,3.7
2005-01-30T19:00,0.00,0,13.0,0.0,1016.8,3.2
2005-01-30T20:00,0.00,0,12.9,0.0,1017.3,2.8
2005-01-30T21:00,0.00,0,12.2,0.0,1017.7,2.4
2005-01-30T22:00,0.00,0,11.6,0.0,1018.1,2.1
2005-01-30T23:00,0.00,0,11.3,0.0,1018.5,1.8
2005-01-31T00:00,0.00,0,10.7,0.0,1018.6,1.6
2005-01-31T01:00,0.00,1,10.1,0.0,1018.9,1.4
2005-01-31T02:00,0.00,2,9.3,0.0,1019.1,1.1
2005-01-31T03:00,0.00,2,9.3,0.0,1019.2,0.9
2005-01-31T04:00,0.00,2,9.6,0.0,1019.3,0.8
2005-01-31T05:00,0.00,2,9.7,0.0,1019.3,0.7
2005-01-31T06:00,0.00,2,9.4,0.0,1019.4,0.6
2005-01-31T07:00,0.00,0,8.4,55.6,1019.9,0.6
2005-01-31T08:00,0.00,0,9.9,244.8,1020.2,0.8
2005-01-31T09:00,0.00,0,8.9,447.1,1020.6,1.9
2005-01-31T10:00,0.00,0,7.2,600.0,1020.5,3.7
2005-01-31T11:00,0.00,0,5.5,693.0,1020.5,5.3
2005-01-31T12:00,0.00,0,5.2,719.7,1019.9,6.5
2005-01-31T13:00,0.00,0,6.1,678.4,1019.7,7.2
2005-01-31T14:00,0.00,0,7.2,571.8,1019.3,7.3
2005-01-31T15:00,0.00,0,7.4,407.2,1019.2,6.9
2005-01-31T16:00,0.00,0,8.2,195.9,1019.2,5.9
2005-01-31T17:00,0.00,0,8.2,29.2,1019.1,4.8
2005-01-31T18:00,0.00,0,8.0,0.0,1019.2,3.8
2005-01-31T19:00,0.00,0,6.5,0.0,1019.5,2.9
2005-01-31T20:00,0.00,0,4.9,0.0,1019.2,2.1
2005-01-31T21:00,0.00,0,5.4,0.0,1019.5,1.5
2005-01-31T22:00,0.00,0,4.7,0.0,1019.2,1.0
2005-01-31T23:00,0.00,0,3.9,0.0,1018.5,0.6
2005-02-01T00:00,0.00,0,3.4,0.0,1018.3,0.5
2005-02-01T01:00,0.00,0,3.9,0.0,1018.3,0.4
2005-02-01T02:00,0.00,4,4.5,0.0,1018.1,0.4
2005-02-01T03:00,0.00,68,4.4,0.0,1017.2,0.3
2005-02-01T04:00,0.00,89,5.1,0.0,1016.4,0.2
2005-02-01T05:00,0.00,58,5.1,0.0,1015.9,0.2
2005-02-01T06:00,0.00,12,6.2,0.0,1015.6,0.2
2005-02-01T07:00,0.00,42,7.7,57.8,1015.4,0.2
2005-02-01T08:00,0.00,48,8.8,249.3,1015.0,0.4
2005-02-01T09:00,0.00,49,7.3,452.0,1014.4,0.9
2005-02-01T10:00,0.00,79,7.9,605.2,1014.0,2.1
2005-02-01T11:00,0.00,82,6.9,698.5,1013.2,4.0
2005-02-01T12:00,0.00,90,5.3,725.4,1012.0,5.7
2005-02-01T13:00,0.00,63,3.0,684.1,1011.1,6.6
2005-02-01T14:00,0.00,44,7.1,577.5,1010.8,6.9
2005-02-01T15:00,0.00,49,8.9,412.9,1010.4,6.7
2005-02-01T16:00,0.00,20,6.6,201.4,1010.4,6.1
2005-02-01T17:00,0.00,11,8.7,31.9,1010.7,5.4
2005-02-01T18:00,0.00,8,10.5,0.0,1011.1,4.8
2005-02-01T19:00,0.00,9,12.3,0.0,1011.7,4.1
2005-02-01T20:00,0.00,10,15.0,0.0,1012.1,3.7
2005-02-01T21:00,0.00,1,16.5,0.0,1012.9,3.4
2005-02-01T22:00,0.00,3,16.8,0.0,1013.4,3.2
2005-02-01T23:00,0.00,7,16.5,0.0,1014.1,3.1
2005-02-02T00:00,0.00,10,16.9,0.0,1014.5,3.0
2005-02-02T01:00,0.00,0,17.3,0.0,1015.1,2.9
2005-02-02T02:00,0.00,3,15.4,0.0,1015.9,2.8
2005-02-02T03:00,0.00,0,14.1,0.0,1016.2,2.6
2005-02-02T04:00,0.00,0,14.1,0.0,1016.6,2.4
2005-02-02T05:00,0.00,0,13.7,0.0,1017.3,2.2
2005-02-02T06:00,0.00,0,11.5,0.0,1017.7,2.1
2005-02-02T07:00,0.00,0,10.1,60.1,1018.4,2.0
2005-02-02T08:00,0.00,0,12.1,254.0,1019.2,2.7
2005-02-02T09:00,0.00,0,13.0,457.1,1020.1,4.3
2005-02-02T10:00,0.00,0,16.0,610.6,1019.7,5.6
2005-02-02T11:00,0.00,0,17.2,704.0,1019.5,6.7
2005-02-02T12:00,0.00,0,17.7,731.1,1019.2,7.5
2005-02-02T13:00,0.00,0,17.7,690.0,1019.0,7.9
2005-02-02T14:00,0.00,0,18.4,583.4,1019.4,7.8
2005-02-02T15:00,0.00,0,15.1,418.7,1019.7,7.4
2005-02-02T16:00,0.00,0,12.4,207.0,1020.0,6.5
2005-02-02T17:00,0.00,0,11.9,34.7,1020.7,5.3
2005-02-02T18:00,0.00,0,10.5,0.0,1021.0,4.6
2005-02-02T19:00,0.00,0,10.7,0.0,1021.5,4.0
2005-02-02T20:00,0.00,0,11.9,0.0,1021.8,3.5
2005-02-02T21:00,0.00,0,9.5,0.0,1022.1,3.0
2005-02-02T22:00,0.00,0,7.4,0.0,1022.0,2.4
2005-02-02T23:00,0.00,0,6.1,0.0,1022.2,1.8
2005-02-03T00:00,0.00,0,5.1,0.0,1022.0,1.3
2005-02-03T01:00,0.00,0,5.4,0.0,1021.8,0.9
2005-02-03T02:00,0.00,0,5.7,0.0,1021.8,0.6
2005-02-03T03:00,0.00,0,5.6,0.0,1021.7,0.5
2005-02-03T04:00,0.00,0,5.4,0.0,1021.3,0.4
2005-02-03T05:00,0.00,0,5.4,0.0,1021.2,0.4
2005-02-03T06:00,0.00,0,5.7,0.0,1020.9,0.3
2005-02-03T07:00,0.00,1,5.9,62.5,1021.3,0.3
2005-02-03T08:00,0.00,10,6.9,258.8,1021.4,0.5
2005-02-03T09:00,0.00,4,5.2,462.3,1021.5,1.2
2005-02-03T10:00,0.00,1,5.4,616.1,1021.3,3.8
2005-02-03T11:00,0.00,2,8.7,709.8,1021.1,5.9
2005-02-03T12:00,0.00,2,11.6,737.0,1020.4,7.2
2005-02-03T13:00,0.00,5,13.0,695.9,1020.4,8.0
2005-02-03T14:00,0.00,0,13.4,589.3,1020.2,8.2
2005-02-03T15:00,0.00,0,10.0,424.5,1019.8,8.0
2005-02-03T16:00,0.00,0,8.7,212.7,1020.0,7.2
2005-02-03T17:00,0.00,0,11.3,37.5,1020.7,6.0
2005-02-03T18:00,0.00,0,10.2,0.0,1021.4,5.2
2005-02-03T19:00,0.00,0,9.1,0.0,1022.0,4.9
2005-02-03T20:00,0.00,1,8.4,0.0,1022.5,4.2
2005-02-03T21:00,0.00,1,7.1,0.0,1023.1,3.6
2005-02-03T22:00,0.00,1,6.0,0.0,1023.4,3.1
2005-02-03T23:00,0.00,1,6.0,0.0,1023.6,2.5
2005-02-04T00:00,0.00,1,6.8,0.0,1024.0,2.1
2005-02-04T01:00,0.00,0,6.5,0.0,1024.1,1.8
2005-02-04T02:00,0.00,0,6.9,0.0,1024.4,1.5
2005-02-04T03:00,0.00,0,8.2,0.0,1024.5,1.3
2005-02-04T04:00,0.00,0,8.2,0.0,1024.6,1.1
2005-02-04T05:00,0.00,1,8.7,0.0,1025.0,1.0
2005-02-04T06:00,0.00,2,9.4,0.0,1025.5,0.8
2005-02-04T07:00,0.00,6,9.7,65.0,1026.4,0.8
2005-02-04T08:00,0.00,5,10.0,263.9,1026.8,1.6
2005-02-04T09:00,0.00,3,8.2,467.6,1027.2,3.8
2005-02-04T10:00,0.00,7,8.7,621.7,1027.0,5.9
2005-02-04T11:00,0.00,9,10.9,715.6,1026.6,7.4
2005-02-04T12:00,0.00,16,12.2,743.0,1026.1,8.2
2005-02-04T13:00,0.00,3,12.4,702.0,1025.3,8.7
2005-02-04T14:00,0.00,3,14.1,595.3,1025.2,8.6
2005-02-04T15:00,0.00,0,12.6,430.4,1025.0,8.2
